compound	name	formula	charge	n_reactions	offset	abs_offset	mass	eq_uncertainty	heavy_atoms	n_rings	n_arom_atoms	n_conj_bonds	frac_conj	n_stereo	n_rotatable	logp	n_distinct_r1_frags	frag_failures
cpd00070	Malonyl-CoA	C24H33N7O19P3S	-5	160	-2.6340	2.6340	849.0000	1.8560	54	3	9	17	0.3036	7	21	-5.7233	33	0
cpd21484	1-Keto-D-chiro-inositol	C6H10O6	0	5	-2.6010	2.6010	178.0000	1.7717	12	1	0	0	0.0000	5	0	-3.6264	5	0
cpd02434	1-Oleoylglycerophosphocholine	C26H52NO7P	0	17	-2.5980	2.5980	521.0000	29275.1409	35	0	0	2	0.0588	2	24	5.1358	16	0
cpd00728	4-Hydroxybutanoate	C4H7O3	-1	9	-2.5890	2.5890	103.0000	0.3867	7	0	0	2	0.3333	0	3	-1.4912	6	0
cpd24696	3-hydroxypropyl methyl sulfide	C4H10OS	0	5	2.5860	2.5860	106.0000	1.0165	6	0	0	0	0.0000	0	3	0.7318	6	0
cpd00044	3-phosphoadenylylsulfate	C10H11N5O13P2S	-4	5	-2.5840	2.5840	504.0000	1.3077	31	3	9	11	0.3333	5	8	-4.1575	23	0
cpd00242	H2CO3	CHO3	-1	25	-2.5370	2.5370	61.0000	0.2935	4	0	0	3	1.0000	0	0	-1.1123	4	0
cpd00909	1-Aminocyclopropane-1-carboxylate	C4H7NO2	0	6	-2.5300	2.5300	101.0000	1.6788	7	1	0	2	0.2857	0	1	-2.4892	6	0
cpd00312	Histamine	C5H10N3	1	8	-2.5110	2.5110	112.0000	0.9830	8	1	5	5	0.6250	0	2	-0.8059	8	0
cpd00904	DHA	C19H28O2	0	11	2.4770	2.4770	288.0000	56448.6545	21	4	0	0	0.0000	6	0	3.8792	11	0
cpd02851	AICAR	C9H13N4O8P	-2	7	-2.4670	2.4670	337.0000	1.0881	22	2	5	9	0.3913	4	5	-3.9713	20	0
cpd18011	L-Fucono-1,5-lactone	C6H10O5	0	5	2.4190	2.4190		0.4882	11	1	0	2	0.1818	4	0	-1.9856	8	0
cpd00751	L-Fucose	C6H12O5	0	7	-2.4190	2.4190	164.0000	0.4372	11	1	0	0	0.0000	5	0	-2.1938	7	0
cpd00802	D-fructose-1-phosphate	C6H11O9P	-2	9	2.4140	2.4140	259.0000	0.3281	16	1	0	0	0.0000	4	4	-4.3668	10	0
cpd00337	Hydrouracil	C4H6N2O2	0	6	2.3820	2.3820	114.0000	0.7955	8	1	0	5	0.6250	0	0	-0.7841	6	0
cpd03129	(2E)-Decenoyl-CoA	C31H48N7O17P3S	-4	17	2.3750	2.3750	916.0000	2.2562	59	3	9	18	0.2951	7	26	-0.9466	33	0
cpd00129	L-Proline	C5H9NO2	0	24	2.3730	2.3730	114.0000	1.3284	8	1	0	2	0.2500	1	1	-2.5379	7	0
cpd00224	L-Arabinose	C5H10O5	0	6	2.3560	2.3560	150.0000	0.3299	10	1	0	0	0.0000	4	0	-2.5823	5	0
cpd11932	D-Ribonate	C5H9O6	-1	5	-2.3550	2.3550	0.0000	0.2886	11	0	0	2	0.2000	3	4	-4.1887	7	0
cpd00520	2-Dehydro-3-deoxy-D-pentonate	C5H7O5	-1	8	2.3500	2.3500	147.0000	0.2268	10	0	0	4	0.4444	1	4	-2.9513	8	0
cpd19020	(S)(+)-Allantoin	C4H6N4O3	0	5	-2.3490	2.3490	158.0000	1.5360	11	1	0	8	0.7273	1	1	-2.1798	7	0
cpd01562	beta-L-Rhamnose	C6H12O5	0	6	2.3310	2.3310	164.0000	0.2643	11	1	0	0	0.0000	5	0	-2.1938	6	0
cpd00870	gamma-butyrobetaine	C7H15NO2	0	7	-2.3190	2.3190	145.0000	23902.5211	10	0	0	2	0.2222	0	4	-0.7773	7	0
cpd00324	MTTL	CH4S	0	14	-2.3120	2.3120	48.0000	0.8478	2	0	0	0	0.0000	0	0	0.5460	1	0
cpd24653	1D-myo-inositol (1,2,6) trisphosphate	C6H9O15P3	-6	6	-2.2840	2.2840	420.0000	1.9031	24	1	0	0	0.0000	6	6	-7.2756	7	0
cpd01454	Dihydrolipoate	C8H15O2S2	-1	6	-2.2840	2.2840	207.0000	1.7378	12	0	0	2	0.1818	1	7	0.9150	7	0
cpd14958	(R)-Lipoic acid	C8H13O2S2	-1	5	2.2840	2.2840	205.0000	1.7644	12	1	0	2	0.1667	1	5	1.4504	7	0
cpd23280	(S)-3-Hydroxy-2-methylpropionyl-CoA	C25H38N7O18P3S	-4	6	2.2840	2.2840	853.0000	1.8965	54	3	9	15	0.2679	8	21	-4.2349	32	0
cpd07586	4'-Hydroxyacetophenone	C8H8O2	0	7	-2.2530	2.2530	136.0000	0.7001	10	1	6	9	0.9000	0	1	1.5948	7	0
cpd03117	3-Oxododecanoyl-CoA	C33H52N7O18P3S	-4	8	2.2250	2.2250	960.0000	2.2556	62	3	9	15	0.2344	7	29	-0.7634	32	0
cpd03529	N4-Acetylaminobutanal	C6H11NO2	0	9	-2.2140	2.2140	129.0000	0.5033	9	0	0	2	0.2500	0	4	0.1016	7	0
cpd00348	D-Galactose 1-phosphate	C6H11O9P	-2	12	2.1940	2.1940	259.0000	0.3044	16	1	0	0	0.0000	5	3	-4.3684	10	0
cpd00393	Folate	C19H17N7O6	-2	5	2.1760	2.1760	439.0000	16173.2888	32	3	16	27	0.7941	1	9	-2.7142	22	0
cpd19047	(S)-2-Acetolactate	C5H7O4	-1	13	2.1730	2.1730	132.0000	0.4129	9	0	0	2	0.2500	1	2	-1.9237	7	0
cpd04535	3-Methylbut-2-enal	C5H8O	0	9	2.1720	2.1720	84.0000	0.5797	6	0	0	3	0.6000	0	1	1.1515	5	0
cpd00790	O-Acetyl-L-homoserine	C6H11NO4	0	6	-2.1520	2.1520	161.0000	0.5179	11	0	0	4	0.4000	1	4	-2.7000	10	0
cpd00408	Pantoate	C6H11O4	-1	7	2.1210	2.1210	147.0000	1.1424	10	0	0	2	0.2222	1	3	-1.8843	8	0
cpd00280	D-Galacturonate	C6H9O7	-1	10	2.1090	2.1090	193.0000	0.3831	13	1	0	2	0.1538	5	1	-4.4638	9	0
cpd00338	5-Aminolevulinate	C5H9NO3	0	10	2.1060	2.1060	131.0000	0.3523	9	0	0	2	0.2500	0	4	-2.6725	7	0
cpd00437	D-Tagaturonate	C6H9O7	-1	7	2.0990	2.0990	193.0000	0.3831	13	0	0	2	0.1667	3	5	-4.6196	8	0
cpd00119	L-Histidine	C6H9N3O2	0	20	-2.0900	2.0900	155.0000	0.9812	11	1	5	7	0.6364	1	3	-2.6874	11	0
cpd00833	N-Acetyl-D-glucosaminate	C8H14NO7	-1	7	-2.0680	2.0680	236.0000	0.4644	16	0	0	4	0.2667	4	6	-4.6840	11	0
cpd00857	Provitamin D3	C27H44O	0	14	-2.0560	2.0560	384.0000	56449.3574	28	4	0	3	0.0968	7	5	7.3088	10	0
cpd27436	D-mannitol, 1-(dihydrogenphosphate)	C6H13O9P	-2	13	-2.0500	2.0500	262.0000	0.3377	16	0	0	0	0.0000	4	7	-4.7324	8	0
cpd00650	Crotonyl-CoA	C25H36N7O17P3S	-4	30	2.0480	2.0480	832.0000	1.9486	53	3	9	18	0.3273	7	20	-3.2872	33	0
cpd00371	Propanal	C3H6O	0	15	2.0380	2.0380	58.0000	0.2017	4	0	0	0	0.0000	0	1	0.5953	4	0
cpd02305	HPL	C9H9O4	-1	5	2.0370	2.0370	181.0000	0.6544	13	1	6	9	0.6923	1	3	-0.9545	10	0
cpd00690	Sinapine	C16H24NO5	1	5	-2.0310	2.0310	310.0000	23904.0737	22	1	6	14	0.6364	0	7	1.6720	15	0
cpd00865	1-O-Sinapoyl-beta-D-glucose	C17H22O10	0	16	2.0310	2.0310	386.0000	1.9493	27	2	6	14	0.5000	5	6	-1.2343	16	0
cpd01882	Isovaleryl-CoA	C26H40N7O17P3S	-4	18	-2.0180	2.0180	848.0000	1.9846	54	3	9	15	0.2679	7	21	-2.8172	32	0
cpd00403	D-Mannonate	C6H11O7	-1	9	-2.0040	2.0040	195.0000	0.3294	13	0	0	2	0.1667	4	5	-4.8278	7	0
cpd27042	FRUCTURONATE	C6H9O7	-1	6	1.9970	1.9970	194.0000	0.3023	13	0	0	2	0.1667	3	5	-4.6196	7	0
cpd39877	N-(acetyl)-sphing-4-enine	C20H39NO3	0	29	-1.9880	1.9880	10000000.0000	1.4012	24	0	0	2	0.0870	2	16	4.1016	10	0
cpd01502	Citraconate	C5H4O4	-2	8	-1.9590	1.9590	128.0000	0.5753	9	0	0	7	0.8750	0	2	-2.5675	6	0
cpd02605	2-isopropyl-3-oxosuccinate	C7H8O5	-2	6	-1.9480	1.9480	172.0000	0.5352	12	0	0	6	0.5455	1	4	-2.6725	7	0
cpd00048	Sulfate	O4S	-2	6	-1.9290	1.9290	96.0000	0.5365	5	0	0	0	0.0000	0	0	-1.3380	3	0
cpd02465	tetrahydrodipicolinate	C7H7NO4	-2	13	-1.8590	1.8590	169.0000	0.9863	12	1	0	6	0.5000	1	2	-2.5203	7	0
cpd03375	3-Hydroxypropanoyl-CoA	C24H36N7O18P3S	-4	8	-1.8410	1.8410	836.0000	1.8532	53	3	9	15	0.2727	7	21	-4.4809	31	0
cpd00807	L-histidinol-phosphate	C6H11N3O4P	-1	7	-1.8360	1.8360	221.0000	1.0194	14	1	5	5	0.3571	1	5	-2.5920	13	0
cpd00594	Gulonate	C6H11O7	-1	9	-1.8250	1.8250	195.0000	0.3294	13	0	0	2	0.1667	4	5	-4.8278	7	0
cpd01307	D-Lyxitol	C5H12O5	0	6	1.8220	1.8220	152.0000	0.8024	10	0	0	0	0.0000	2	4	-2.9463	5	0
cpd03284	3-Sulfinopyruvate	C3H2O5S	-2	5	1.8190	1.8190	150.0000	23901.5348	9	0	0	4	0.5000	1	3	-2.8155	8	0
cpd00467	3-Sulfinoalanine	C3H6NO4S	-1	6	-1.8190	1.8190	152.0000	23901.5774	9	0	0	2	0.2500	2	3	-3.7741	9	0
cpd19024	(S)-Propane-1,2-diol	C3H8O2	0	9	1.8180	1.8180	76.0000	0.2421	5	0	0	0	0.0000	1	1	-0.6405	4	0
cpd02100	L-Xylulose 5-phosphate	C5H9O8P	-2	8	1.8180	1.8180	229.0000	0.2616	14	0	0	0	0.0000	2	6	-3.8851	9	0
cpd03116	(S)-3-Hydroxydodecanoyl-CoA	C33H54N7O18P3S	-4	6	-1.8090	1.8090	962.0000	2.1989	62	3	9	15	0.2344	8	29	-0.9716	31	0
cpd19003	Carnitine	C7H15NO3	0	5	-1.8060	1.8060	161.0000	23902.5144	11	0	0	2	0.2000	1	4	-1.8065	9	0
cpd00012	PPi	HO7P2	-3	26	-1.8060	1.8060	176.0000	0.2652	9	0	0	0	0.0000	1	2	-2.7076	6	0
cpd09084	Indolin-2-one	C8H7NO	0	7	1.8030	1.8030	133.0000	1.5108	10	2	6	9	0.8182	0	0	1.1812	7	0
cpd00484	p-Hydroxybenzaldehyde	C7H6O2	0	11	-1.7930	1.7930	122.0000	0.6763	9	1	6	9	1.0000	0	1	1.2047	6	0
cpd00106	Fumarate	C4H2O4	-2	62	-1.7850	1.7850	114.0000	0.2835	8	0	0	7	1.0000	0	2	-2.9576	4	0
cpd00122	N-Acetyl-D-glucosamine	C8H15NO6	0	20	1.7680	1.7680	221.0000	0.6133	15	1	0	2	0.1333	5	2	-3.0776	11	0
cpd00509	deoxyribose-1-phosphate	C5H9O7P	-2	7	1.7620	1.7620	213.0000	0.5446	13	1	0	0	0.0000	3	3	-2.7001	11	0
cpd14883	alpha-Linolenoyl-CoA	C39H60N7O17P3S	-4	5	1.7540	1.7540	1024.0000	2.9175	67	3	9	15	0.2174	7	32	1.7262	32	0
cpd03164	Chenodeoxycholoyl-CoA	C45H70N7O19P3S	-4	6	1.7540	1.7540	1138.0000	56449.8639	75	7	9	15	0.1852	17	23	0.5436	35	0
cpd01663	Chenodiol	C24H39O4	-1	8	-1.7540	1.7540	391.0000	56449.2161	28	4	0	2	0.0645	10	4	3.1432	12	0
cpd03850	Linolenate	C18H29O2	-1	6	-1.7540	1.7540	277.0000	1.5492	20	0	0	2	0.1053	0	13	4.3258	6	0
cpd00331	cis-Aconitate	C6H3O6	-3	19	-1.7470	1.7470	171.0000	0.3680	12	0	0	9	0.8182	0	4	-4.4474	6	0
cpd16331	trans-Zeatin riboside monophosphate	C15H20N5O8P	-2	6	-1.7040	1.7040	430.0000	1.0750	29	3	9	11	0.3548	4	8	-2.3587	22	0
cpd00527	Prostaglandin D2	C20H31O5	-1	7	-1.7000	1.7000	351.0000	2.1140	25	1	0	2	0.0800	4	12	1.9164	13	0
cpd00145	Hydroxypyruvate	C3H3O4	-1	26	1.6820	1.6820	103.0000	0.2746	7	0	0	4	0.6667	0	2	-2.7023	6	0
cpd03187	Oxalosuccinate	C6H3O7	-3	12	-1.6770	1.6770	187.0000	0.5639	13	0	0	8	0.6667	1	5	-5.1885	6	0
cpd00125	5-10-Methylenetetrahydrofolate	C20H21N7O6	-2	35	-1.6520	1.6520	455.0000	16173.1902	33	4	12	24	0.6667	2	7	-3.1913	23	0
cpd00843	Tartronate semialdehyde	C3H3O4	-1	8	1.6270	1.6270	103.0000	0.4836	7	0	0	2	0.3333	1	2	-2.7039	6	0
cpd02857	DAHP	C7H10O10P	-3	7	1.6220	1.6220	286.0000	0.3275	18	0	0	4	0.2353	3	8	-5.3765	13	0
cpd00262	Oxalyl-CoA	C23H31N7O19P3S	-5	5	-1.6190	1.6190	835.0000	1.9366	53	3	9	19	0.3455	7	19	-6.1134	33	0
cpd00522	dTDP-4-oxo-L-rhamnose	C16H22N2O15P2	-2	11	-1.6060	1.6060	544.0000	1.4726	35	3	6	8	0.2162	9	8	-3.4843	25	0
cpd01726	6-Acetyl-D-glucose	C8H14O7	0	5	1.5990	1.5990	222.0000	0.5054	15	1	0	2	0.1333	5	2	-2.6506	10	0
cpd00321	Feruloyl-CoA	C31H40N7O19P3S	-4	18	1.5970	1.5970	940.0000	2.3472	61	4	15	27	0.4219	7	22	-2.4357	38	0
cpd00817	D-Arabinose5-phosphate	C5H9O8P	-2	8	1.5650	1.5650	229.0000	0.4329	14	0	0	0	0.0000	3	6	-3.8867	10	0
cpd02597	cis-2-Methylaconitate	C7H5O6	-3	11	1.5590	1.5590	185.0000	0.7946	13	0	0	9	0.7500	0	4	-4.0573	6	0
cpd00434	4-Aminobutanal	C4H10NO	1	18	1.5580	1.5580	88.0000	0.3948	6	0	0	0	0.0000	0	3	-0.7926	5	0
cpd01217	Xanthosine	C10H12N4O6	0	11	-1.5570	1.5570	284.0000	0.8486	20	3	9	12	0.5455	4	2	-2.9756	16	0
cpd02526	N6-Dimethylallyladenine	C10H13N5	0	9	-1.5540	1.5540	203.0000	1.0905	15	2	9	11	0.6875	0	3	1.7310	12	0
cpd00314	D-Mannitol	C6H14O6	0	20	1.5530	1.5530	182.0000	0.3416	12	0	0	0	0.0000	4	5	-3.5854	4	0
cpd19001	alpha-D-Glucose	C6H12O6	0	85	-1.5400	1.5400	180.0000	0.2701	12	1	0	0	0.0000	5	1	-3.2214	7	0
cpd03120	(S)-Hydroxyoctanoyl-CoA	C29H46N7O18P3S	-4	6	1.5250	1.5250	906.0000	2.0210	58	3	9	15	0.2500	8	25	-2.5320	31	0
cpd00498	2-Aceto-2-hydroxybutanoate	C6H9O4	-1	16	1.5240	1.5240	145.0000	0.4124	10	0	0	2	0.2222	1	3	-1.5336	8	0
cpd02431	1-Pyrroline-5-carboxylate	C5H6NO2	-1	23	-1.4980	1.4980	112.0000	1.2135	8	1	0	2	0.2500	1	1	-1.0305	7	0
cpd24695	2-methyl-n-butanol	C5H12O	0	8	-1.4600	1.4600	88.0000	0.4011	6	0	0	0	0.0000	1	2	1.0248	5	0
cpd04167	TCE	C2HCl3	0	6	-1.4570	1.4570	130.0000	0.7007	5	0	0	0	0.0000	0	0	2.5017	3	0
cpd04661	Trichloroethanol	C2H3Cl3O	0	5	1.4570	1.4570	148.0000	0.6512	6	0	0	0	0.0000	0	0	1.3489	4	0
cpd02074	2-Oxo-6-aminocaproate	C6H11NO3	0	8	-1.4460	1.4460	145.0000	0.3926	10	0	0	4	0.4444	0	5	-2.2824	7	0
cpd00101	ribose-5-phosphate	C5H9O8P	-2	42	1.4080	1.4080	229.0000	0.2449	14	1	0	0	0.0000	4	3	-3.7293	11	0
cpd22923	2-dehydro-3-deoxy-L-arabinonate	C5H7O5	-1	6	-1.4060	1.4060	148.0000	0.5767	10	0	0	4	0.4444	1	4	-2.9513	8	0
cpd09027	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate	C5H5N4O5	-1	5	-1.3990	1.3990	201.0000	1.9158	14	1	0	10	0.7143	1	1	-3.7851	11	0
cpd03237	3alpha,7alpha,12alpha-Trihydroxycoprostane	C27H48O3	0	5	1.3840	1.3840	420.0000	56449.2807	30	4	0	0	0.0000	11	5	5.4102	9	0
cpd03235	5beta-Cholestane-3alpha,7alpha-diol	C27H48O2	0	6	-1.3840	1.3840	404.0000	56449.3968	29	4	0	0	0.0000	10	5	6.4394	10	0
cpd09844	(3S)-3-Hydroxyadipyl-CoA	C27H39N7O20P3S	-5	7	1.3740	1.3740	907.0000	1.8969	58	3	9	17	0.2833	8	24	-5.5822	33	0
cpd00078	Succinyl-CoA	C25H35N7O19P3S	-5	47	-1.3570	1.3570	863.0000	1.9203	55	3	9	17	0.2982	7	22	-5.3332	33	0
cpd00200	4MOP	C6H9O3	-1	27	-1.3470	1.3470	129.0000	0.5399	9	0	0	4	0.5000	0	3	-0.6485	7	0
cpd01675	Methylmalonyl-CoA	C25H35N7O19P3S	-5	6	1.3460	1.3460	863.0000	2.0789	55	3	9	17	0.2982	8	21	-5.4773	34	0
cpd00025	H2O2	H2O2	0	449	-1.3420	1.3420	34.0000	0.7007	2	0	0	0	0.0000	0	0	0.0174	1	0
cpd00055	Formaldehyde	CH2O	0	69	1.3410	1.3410	30.0000	0.3359	2	0	0	0	0.0000	0	0	-0.1849	1	0
cpd00222	GLCN	C6H11O7	-1	10	-1.3400	1.3400	195.0000	0.7007	13	0	0	2	0.1667	4	5	-4.8278	7	0
cpd00201	10-Formyltetrahydrofolate	C20H21N7O7	-2	12	1.3390	1.3390	471.0000	16173.1969	34	3	12	26	0.7222	2	10	-3.4005	23	0
cpd00588	Sorbitol	C6H14O6	0	22	1.3320	1.3320	182.0000	0.3073	12	0	0	0	0.0000	4	5	-3.5854	4	0
cpd14532	22alpha-Hydroxy-campest-4-en-3-one	C28H46O2	0	5	-1.3270	1.3270	414.0000	56449.0448	30	4	0	3	0.0909	9	5	6.8137	12	0
cpd00346	L-Aspartate4-semialdehyde	C4H7NO3	0	17	1.3250	1.3250	117.0000	0.8841	8	0	0	2	0.2857	1	3	-3.0642	7	0
cpd00521	dTDP-4-oxo-6-deoxy-D-glucose	C16H22N2O15P2	-2	20	1.3240	1.3240	544.0000	1.4583	35	3	6	8	0.2162	9	8	-3.4843	25	0
cpd00641	L-Histidinol	C6H12N3O	1	7	-1.3210	1.3210	142.0000	0.9704	10	1	5	5	0.5000	1	3	-1.4450	10	0
cpd00120	Butyryl-CoA	C25H38N7O17P3S	-4	34	-1.3110	1.3110	834.0000	1.9292	53	3	9	15	0.2727	7	21	-3.0632	31	0
cpd00306	Xylitol	C5H12O5	0	16	1.3070	1.3070	152.0000	0.4104	10	0	0	0	0.0000	3	4	-2.9463	4	0
cpd00808	L-ribulose-5-phosphate	C5H9O8P	-2	5	1.2740	1.2740	229.0000	0.4273	14	0	0	0	0.0000	2	6	-3.8851	10	0
cpd00198	D-Xylulose5-phosphate	C5H9O8P	-2	16	1.2680	1.2680	229.0000	0.2905	14	0	0	0	0.0000	2	6	-3.8851	9	0
cpd01122	Linoleate	C18H31O2	-1	28	1.2620	1.2620	279.0000	1.4991	20	0	0	2	0.1053	0	14	4.5498	6	0
cpd00847	Ribose 1,5-bisphosphate	C5H8O11P2	-4	5	1.2560	1.2560	308.0000	0.5146	18	1	0	0	0.0000	4	5	-4.8763	11	0
cpd00050	FMN	C17H19N4O9P	-2	22	-1.2560	1.2560	455.0000		31	3	14	18	0.5455	3	7	-2.8706	21	0
cpd00288	D-Glucosamine phosphate	C6H13NO8P	-1	23	1.2530	1.2530	259.0000	0.5636	16	1	0	0	0.0000	5	3	-5.1188	12	0
cpd00203	1,3-Bisphospho-D-glycerate	C3H4O10P2	-4	11	-1.2490	1.2490	264.0000	0.2557	15	0	0	2	0.1429	1	5	-4.4355	9	0
cpd00996	Maleate	C4H2O4	-2	5	-1.2430	1.2430	114.0000	0.7007	8	0	0	7	1.0000	0	2	-2.9576	4	0
cpd02625	3-Hydroxy-L-1-pyrroline-5-carboxylate	C5H6NO3	-1	16	1.2370	1.2370	128.0000	1.2336	9	1	0	2	0.2222	2	1	-2.0597	9	0
cpd00435	Phenylcarbinol	C7H8O	0	11	1.2180	1.2180	108.0000	0.6233	8	1	6	6	0.7500	0	1	1.1789	4	0
cpd00190	beta-D-Glucose	C6H12O6	0	164	-1.2160	1.2160	180.0000	0.2701	12	1	0	0	0.0000	5	1	-3.2214	7	0
cpd00519	D-methylmalonyl-CoA	C25H35N7O19P3S	-5	10	-1.2060	1.2060	863.0000	2.0725	55	3	9	17	0.2982	8	21	-5.4773	34	0
cpd00171	D-Ribulose5-phosphate	C5H9O8P	-2	30	1.2020	1.2020	229.0000	0.2310	14	0	0	0	0.0000	2	6	-3.8851	10	0
cpd00196	Acetylphosphate	C2H3O5P	-2	17	-1.2000	1.2000	139.0000	0.2631	8	0	0	2	0.2857	0	1	-1.6218	7	0
cpd03671	D-Glucosamine1-phosphate	C6H13NO8P	-1	6	1.1940	1.1940	259.0000	0.6938	16	1	0	0	0.0000	5	3	-5.1188	12	0
cpd14516	5-Dehydroepisterol	C28H44O	0	6	-1.1840	1.1840	396.0000	56449.4336	29	4	0	3	0.0938	7	5	7.4749	11	0
cpd00891	L-methylmalonyl-CoA	C25H35N7O19P3S	-5	12	-1.1660	1.1660	863.0000	1.9669	55	3	9	17	0.2982	8	21	-5.4773	34	0
cpd01088	1-Octanal	C8H16O	0	11	-1.1620	1.1620	128.0000	0.7016	9	0	0	0	0.0000	0	6	2.5458	4	0
cpd03439	2-Hexaprenyl-6-methoxyphenol	C37H56O2	0	6	-1.1540	1.1540	532.0000	3.8077	39	1	6	8	0.2051	0	18	11.5420	13	0
cpd03114	3-Oxopalmitoyl-CoA	C37H60N7O18P3S	-4	9	-1.1480	1.1480	1016.0000	2.4736	66	3	9	15	0.2206	7	33	0.7970	32	0
cpd03279	Deoxyinosine	C10H12N4O4	0	13	-1.1470	1.1470	252.0000	0.6949	18	3	9	11	0.5500	3	2	-1.2397	16	0
cpd21005	7,9,9'-tricis-Neurosporene	C40H58	0	11	1.1470	1.1470	538.0000	5.2991	40	0	0	17	0.4359	0	17	13.1620	24	18
cpd00229	Glycolaldehyde	C2H4O2	0	19	1.1400	1.1400	60.0000	0.3944	4	0	0	0	0.0000	0	1	-0.8224	4	0
cpd24405	1-methyl-1-propanol	C4H10O	0	8	-1.1360	1.1360	74.0000	0.3382	5	0	0	0	0.0000	1	1	0.7772	4	0
cpd00914	Inositol 1,3,4-trisphosphate	C6H9O15P3	-6	7	-1.1150	1.1150	417.0000	1.9031	24	1	0	0	0.0000	6	6	-7.2756	7	0
cpd00213	Lipoamide	C8H15NOS2	0	12	1.1120	1.1120	205.0000	1.7508	12	1	0	2	0.1667	1	5	2.1858	7	0
cpd02733	Deoxycholate	C24H39O4	-1	7	-1.1040	1.1040	391.0000	56449.2161	28	4	0	2	0.0645	10	4	3.1432	10	0
cpd24484	3-methyl-4-trans-hydroxy-2-butenal	C5H8O2	0	8	1.0880	1.0880	100.0000	0.4954	7	0	0	3	0.5000	0	2	0.1239	7	0
cpd03346	5-Hydroxyindoleacetate	C10H8NO3	-1	6	1.0870	1.0870	190.0000	1.2226	14	2	9	13	0.8667	0	2	0.1659	12	0
cpd00489	4-Hydroxyphenylacetate	C8H7O3	-1	15	-1.0810	1.0810	151.0000	0.6540	11	1	6	9	0.8182	0	2	-0.3154	8	0
cpd00830	4-Hydroxy-2-oxoglutarate	C5H4O6	-2	7	1.0690	1.0690	160.0000	0.4529	11	0	0	6	0.6000	1	4	-4.1937	7	0
cpd00349	Sedoheptulose 1,7-bisphosphate	C7H12O13P2	-4	8	1.0670	1.0670	368.0000	0.4925	22	0	0	0	0.0000	4	10	-6.3103	10	0
cpd00164	Glucuronate	C6H9O7	-1	14	1.0590	1.0590	193.0000	0.4578	13	1	0	2	0.1538	5	1	-4.4638	9	0
cpd00330	Dihydrofolate	C19H19N7O6	-2	12	-1.0340	1.0340	441.0000	16173.1924	32	3	12	25	0.7353	1	9	-2.6594	22	0
cpd00098	Choline	C5H14NO	1	19	1.0190	1.0190	104.0000	23902.5354	7	0	0	0	0.0000	0	2	-0.3151	5	0
cpd03127	(2E)-Tetradecenoyl-CoA	C35H56N7O17P3S	-4	14	-0.9900	0.9900	972.0000	2.4522	63	3	9	18	0.2769	7	30	0.6138	33	0
cpd00287	3-Oxo-2-methylpropanoate	C4H5O3	-1	25	-0.9720	0.9720	101.0000	0.3163	7	0	0	2	0.3333	1	2	-1.4287	6	0
cpd19041	D-4-Hydroxy-2-oxoglutarate	C5H4O6	-2	9	0.9660	0.9660	162.0000	0.3780	11	0	0	6	0.6000	1	4	-4.1937	7	0
cpd00558	Spermine	C10H30N4	4	8	-0.9480	0.9480	206.0000	2.5191	14	0	0	0	0.0000	0	11	-3.8426	5	0
cpd00191	3-Oxopropanoate	C3H3O3	-1	22	0.9450	0.9450	87.0000	0.9997	6	0	0	2	0.4000	0	2	-1.6747	5	0
cpd24654	1D-myo-inositol (1,2,3) trisphosphate	C6H9O15P3	-6	11	-0.9370	0.9370	420.0000	1.9031	24	1	0	0	0.0000	6	6	-7.2756	7	0
cpd00210	Taurine	C2H7NO3S	0	13	-0.9140	0.9140	125.0000	16901.1445	7	0	0	0	0.0000	0	2	-2.2265	6	0
cpd24656	1D-myo-inositol (1,2) biphosphate	C6H10O12P2	-4	12	-0.9040	0.9040	340.0000	1.8204	20	1	0	0	0.0000	6	4	-6.1286	7	0
cpd19044	(S)-Methylmalonate semialdehyde	C4H5O3	-1	18	0.9000	0.9000	102.0000	0.2679	7	0	0	2	0.3333	1	2	-1.4287	6	0
cpd02069	3-Phosphonooxypyruvate	C3H2O7P	-3	8	-0.8670	0.8670	182.0000	0.2487	11	0	0	4	0.4000	0	4	-3.8493	9	0
cpd00236	D-Erythrose4-phosphate	C4H7O7P	-2	30	0.8670	0.8670	199.0000	0.4121	12	0	0	0	0.0000	2	5	-3.2476	10	0
cpd02097	L-Glutamyl 5-phosphate	C5H8NO7P	-2	6	-0.8210	0.8210	226.0000	0.4510	14	0	0	4	0.3077	1	5	-4.5011	11	0
cpd00100	Glycerol	C3H8O3	0	61	-0.8200	0.8200	92.0000	0.4540	6	0	0	0	0.0000	0	2	-1.6681	3	0
cpd00842	(S)-3-Hydroxybutyryl-CoA	C25H38N7O18P3S	-4	14	-0.8190	0.8190	850.0000	1.9058	54	3	9	15	0.2679	8	21	-4.0924	31	0
cpd00954	6-hydroxymethyl dihydropterin	C7H9N5O2	0	6	-0.7990	0.7990	195.0000	16173.0709	14	2	6	11	0.7333	0	1	-1.1576	14	0
cpd00040	Glyoxalate	C2HO3	-1	107	0.7900	0.7900	73.0000	0.3384	5	0	0	4	1.0000	0	1	-2.0648	4	0
cpd01504	3-Aminopropanal	C3H8NO	1	20	0.7770	0.7770	74.0000	0.6496	5	0	0	0	0.0000	0	2	-1.1827	5	0
