rxn	name	kegg_ids_staged	kegg_ids_alias	kegg_max_reuse	vouched	participant_overlap	dg_dgpredictor	keep	reason
rxn00107	ATP:2'-deoxy-5-hydroxymethylcytidine-5'-diphosphate phosphotransferase	R00139	R00139	1	1	1.000	0.01	1	kegg_id_is_modelseed_alias
rxn00108	ATP:5-hydroxymethyldeoxycytidylate phosphotransferase	R00140	R00140	1	1	1.000	0.61	1	kegg_id_is_modelseed_alias
rxn00109	ammonia:NAD+ oxidoreductase	R00143	R00143	5	1	1.000	60.97	1	kegg_id_is_modelseed_alias
rxn00110	Nitrogenous compounds,NADH:oxygen oxidoreductase (3-hydroxylating,	R00143		5	0	0.000	60.97	0	unvouched_and_no_shared_participant
rxn00111	Nitrogenous compounds,NADPH:oxygen oxidoreductase (3-hydroxylating,	R00143		5	0	0.000	60.97	0	unvouched_and_no_shared_participant
rxn00112	rxn00112	R00143		5	0	1.000	60.97	0	unvouched
rxn00113	Carbon-dioxide:ammonia ligase (ADP-forming,carbamate-phosphorylating)	R00149	R00149	11	1	0.000	-0.02	1	kegg_id_is_modelseed_alias
rxn00114	ATP:carbamate phosphotransferase	R00150	R00150	3	1	0.000	6.37	1	kegg_id_is_modelseed_alias
rxn00115	R00152	R00152	R00152	2	1	0.000	-17.52	1	kegg_id_is_modelseed_alias
rxn00116	UDP phosphohydrolase	R00155	R00155	1	1	1.000	-5.61	1	kegg_id_is_modelseed_alias
rxn00117	ATP:UDP phosphotransferase	R00156	R00156	17	1	1.000	-0.22	1	kegg_id_is_modelseed_alias
rxn00118	Uridine triphosphate:AMP phosphotransferase	R00157	R00157	1	1	1.000	-0.42	1	kegg_id_is_modelseed_alias
rxn00119	ATP:UMP phosphotransferase	R00158	R00158	6	1	1.000	-0.79	1	kegg_id_is_modelseed_alias
rxn00120	UTP phosphohydrolase	R00159	R00159	15	1	1.000	-6.17	1	kegg_id_is_modelseed_alias
rxn00121	FAD nucleotidohydrolase	R00160	R00160	3	1	1.000	-5.26	1	kegg_id_is_modelseed_alias
rxn00122	ATP:FMN adenylyltransferase	R00161	R00161	4	1	1.000	-3.07	1	kegg_id_is_modelseed_alias
rxn00123	pyridoxal-5'-phosphate phosphohydrolase	R00173	R00173	1	1	1.000	0.77	1	kegg_id_is_modelseed_alias
rxn00124	ATP:pyridoxal 5'-phosphotransferase	R00174	R00174	2	1	1.000	-7.16	1	kegg_id_is_modelseed_alias
rxn00125	S-Adenosyl-L-methionine hydrolase	R00175	R00175	1	1	0.667	10.95	1	kegg_id_is_modelseed_alias
rxn00126	ATP:L-methionine S-adenosyltransferase	R00177	R00177	2	1	1.000	17.96	1	kegg_id_is_modelseed_alias
rxn00127	S-adenosyl-L-methionine carboxy-lyase [(5-deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium-forming]	R00178	R00178	2	1	1.000	-8.15	1	kegg_id_is_modelseed_alias
rxn00128	S-adenosyl-L-methionine methylthioadenosine-lyase (1-aminocyclopropane-1-carboxylate-forming)	R00179	R00179	12	1	0.667	-9.6	1	kegg_id_is_modelseed_alias
rxn00129	S-Adenosyl-L-methionine alkyltransferase (cyclizing)	R00180	R00180	2	1	0.333	10.36	1	kegg_id_is_modelseed_alias
rxn00130	AMP aminohydrolase	R00181	R00181	4	1	1.000	-5.65	1	kegg_id_is_modelseed_alias
rxn00131	AMP phosphoribohydrolase	R00182	R00182	2	1	0.500	-3.04	1	kegg_id_is_modelseed_alias
rxn00132	Adenosine 5'-monophosphate phosphohydrolase	R00183	R00183	16	1	1.000	-2.97	1	kegg_id_is_modelseed_alias
rxn00133	P1,P4-bis(5'-adenosyl)-tetraphosphate adenylohydrolase	R00184	R00184	1	1	0.000	-8.8	1	kegg_id_is_modelseed_alias
rxn00134	ATP:adenosine 5'-phosphotransferase	R00185	R00185	6	1	1.000	-3.43	1	kegg_id_is_modelseed_alias
rxn00135	(S)-Lactate adenylohydrolase	R00185		6	0	0.000	-3.43	0	unvouched_and_no_shared_participant
rxn00136	P1,P3-bis(5'-adenosyl)-triphosphate adenylohydrolase	R00187	R00187	2	1	0.000	-8.89	1	kegg_id_is_modelseed_alias
rxn00137	Adenosine 3',5'-bisphosphate 3'-phosphohydrolase	R00188	R00188	53	1	0.000	0.06	1	kegg_id_is_modelseed_alias
rxn00138	deamido-NAD+:ammonia ligase (AMP-forming)	R00189	R00189	6	1	0.000	0.08	1	kegg_id_is_modelseed_alias
rxn00139	AMP:diphosphate phospho-D-ribosyltransferase	R00190	R00190	3	1	0.500	4.75	1	kegg_id_is_modelseed_alias
rxn00140	adenosine 3',5'-phosphate 5'-nucleotidohydrolase	R00191	R00191	2	1	0.000	-10.01	1	kegg_id_is_modelseed_alias
rxn00141	S-Adenosyl-L-homocysteine hydrolase	R00192	R00192	4	1	0.667	8.31	1	kegg_id_is_modelseed_alias
rxn00142	S-Adenosyl-L-homocysteine aminohydrolase	R00193	R00193	1	1	0.500	-5.65	1	kegg_id_is_modelseed_alias
rxn00143	S-Adenosyl-L-homocysteine homocysteinylribohydrolase	R00194	R00194	1	1	0.333	0.46	1	kegg_id_is_modelseed_alias
rxn00144	2,3-diaminopropanoate ammonia-lyase (adding water; pyruvate-forming)	R00195	R00195	3	1	0.500	2.1	1	kegg_id_is_modelseed_alias
rxn00147	ATP:pyruvate,water phosphotransferase	R00199	R00199	2	1	1.000	0.82	1	kegg_id_is_modelseed_alias
rxn00148	ATP:pyruvate 2-O-phosphotransferase	R00200	R00200	10	1	1.000	6.57	1	kegg_id_is_modelseed_alias
rxn00149	pyruvaldehyde:NAD+ oxidoreductase	R00203	R00203	24	1	1.000	-3.16	1	kegg_id_is_modelseed_alias
rxn00150	2-Oxopropanal:NADP+ oxidoreductase	R00205	R00205	1	1	0.500	-3.75	1	kegg_id_is_modelseed_alias
rxn00151	ATP:pyruvate,phosphate phosphotransferase	R00206	R00206	2	1	1.000	4.64	1	kegg_id_is_modelseed_alias
rxn00152	Pyruvate:oxygen 2-oxidoreductase (phosphorylating)	R00207	R00207	1	1	0.333	-37.76	1	kegg_id_is_modelseed_alias
rxn00153	Phosphoenolpyruvate phosphohydrolase	R00208	R00208	1	1	1.000	-12.97	1	kegg_id_is_modelseed_alias
rxn00154	pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating)	R00209	R00209	4	1	1.000	-7.91	1	kegg_id_is_modelseed_alias
rxn00155	pyruvate:NADP+ 2-oxidoreductase (CoA-acetylating)	R00210	R00210	6	1	1.000	-8.49	1	kegg_id_is_modelseed_alias
rxn00156	pyruvate:oxygen 2-oxidoreductase (CoA-acetylating)	R00211	R00211	1	1	0.667	-40.11	1	kegg_id_is_modelseed_alias
rxn00157	Acetyl-CoA:formate C-acetyltransferase	R00212	R00212	20	1	1.000	5.02	1	kegg_id_is_modelseed_alias
rxn00158	O-carbamoyl-L-serine ammonia-lyase (decarboxylating; pyruvate-forming)	R00213	R00213	1	1	1.000	-20.72	1	kegg_id_is_modelseed_alias
rxn00159	(S)-malate:NAD+ oxidoreductase (decarboxylating)	R00214	R00214	5	1	0.500	3.3	1	kegg_id_is_modelseed_alias
rxn00160	(R)-Malate:NAD+ oxidoreductase (decarboxylating)	R00215	R00215	1	1	0.500	5.77	1	kegg_id_is_modelseed_alias
rxn00161	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)	R00216	R00216	3	1	0.500	2.71	1	kegg_id_is_modelseed_alias
rxn00162	oxaloacetate carboxy-lyase (pyruvate-forming)	R00217	R00217	1	1	1.000	-4.03	1	kegg_id_is_modelseed_alias
rxn00163	acetylenedicarboxylate carboxy-lyase (pyruvate-forming)	R00218	R00218	1	1	0.500	17.34	1	kegg_id_is_modelseed_alias
rxn00164	2-Hydroxyethylenedicarboxylate carboxy-lyase (pyruvate-forming)	R00219	R00219	1	1	0.500	4.03	1	kegg_id_is_modelseed_alias
rxn00165	L-serine ammonia-lyase	R00220	R00220	11	1	1.000	-7.13	1	kegg_id_is_modelseed_alias
rxn00166	D-serine ammonia-lyase	R00221	R00221	5	1	1.000	-8.19	1	kegg_id_is_modelseed_alias
rxn00168	pyruvate carboxy-lyase (acetaldehyde-forming)	R00224	R00224	3	1	1.000	-4.14	1	kegg_id_is_modelseed_alias
rxn00170	Acetyl-CoA hydrolase	R00227	R00227	2	1	1.000	-7.24	1	kegg_id_is_modelseed_alias
rxn00171	acetaldehyde:NAD+ oxidoreductase (CoA-acetylating)	R00228	R00228	5	1	1.000	-3.77	1	kegg_id_is_modelseed_alias
rxn00172	Acetate:CoA ligase (ADP-forming)	R00229	R00229	5	1	1.000	0.85	1	kegg_id_is_modelseed_alias
rxn00173	acetyl-CoA:phosphate acetyltransferase	R00230	R00230	12	1	0.500	2.35	1	kegg_id_is_modelseed_alias
rxn00174	malonyl-CoA carboxy-lyase (acetyl-CoA-forming)	R00233	R00233	12	1	1.000	-5.88	1	kegg_id_is_modelseed_alias
rxn00175	Acetate:CoA ligase (AMP-forming)	R00235	R00235	4	1	1.000	-1.08	1	kegg_id_is_modelseed_alias
rxn00176	acetyl adenylate:CoA acetyltransferase	R00236	R00236	3	1	1.000	-15.03	1	kegg_id_is_modelseed_alias
rxn00177	(3S)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming)	R00237	R00237	1	1	0.667	1.09	1	kegg_id_is_modelseed_alias
rxn00178	Acetyl-CoA:acetyl-CoA C-acetyltransferase	R00238	R00238	11	1	1.000	6.29	1	kegg_id_is_modelseed_alias
rxn00179	ATP:L-glutamate 5-phosphotransferase	R00239	R00239	5	1	1.000	3.07	1	kegg_id_is_modelseed_alias
rxn00180	Glutamate 5-kinase	R00239		5	0	0.500	3.07	0	unvouched
rxn00181	ATP:L-glutamate 1-phosphotransferase	R00241	R00241	1	1	1.000	2.78	1	kegg_id_is_modelseed_alias
rxn00182	L-glutamate:NAD+ oxidoreductase (deaminating)	R00243	R00243	7	1	1.000	9.22	1	kegg_id_is_modelseed_alias
rxn00183	L-Glutamate 5-semialdehyde:NAD+ oxidoreductase	R00245	R00245	4	1	0.500	-5.3	1	kegg_id_is_modelseed_alias
rxn00184	L-Glutamate:NADP+ oxidoreductase (deaminating)	R00248	R00248	39	1	1.000	8.64	1	kegg_id_is_modelseed_alias
rxn00185	L-Glutamate:oxygen oxidoreductase (deaminating)	R00250	R00250	1	1	0.667	-22.99	1	kegg_id_is_modelseed_alias
rxn00186	5-oxo-L-proline amidohydrolase (ATP-hydrolysing)	R00251	R00251	2	1	1.000	-7.51	1	kegg_id_is_modelseed_alias
rxn00187	L-Glutamate:ammonia ligase (ADP-forming)	R00253	R00253	10	1	1.000	-3.62	1	kegg_id_is_modelseed_alias
rxn00188	N-carbamyl-L-glutamate amidohydrolase	R00254	R00254	1	1	1.000	2.63	1	kegg_id_is_modelseed_alias
rxn00189	L-Glutamine amidohydrolase	R00256	R00256	12	1	1.000	-2.78	1	kegg_id_is_modelseed_alias
rxn00190	Deamido-NAD+:L-glutamine amido-ligase (AMP-forming)	R00257	R00257	4	1	0.667	-2.7	1	kegg_id_is_modelseed_alias
rxn00191	L-Alanine:2-oxoglutarate aminotransferase	R00258	R00258	7	1	1.000	0.16	1	kegg_id_is_modelseed_alias
rxn00192	acetyl-CoA:L-glutamate N-acetyltransferase	R00259	R00259	8	1	1.000	-1.72	1	kegg_id_is_modelseed_alias
rxn00193	glutamate racemase	R00260	R00260	1	1	1.000	0.04	1	kegg_id_is_modelseed_alias
rxn00194	L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming)	R00261	R00261	2	1	0.500	-8.75	1	kegg_id_is_modelseed_alias
rxn00195	L-threo-3-Methylaspartate carboxy-aminomethylmutase	R00262	R00262	1	1	1.000	-1.59	1	kegg_id_is_modelseed_alias
rxn00196	2,5-dioxopentanoate:NADP+ 5-oxidoreductase	R00264	R00264	1	1	1.000	-6.18	1	kegg_id_is_modelseed_alias
rxn00197	2-oxoglutarate:NADP+ 2-oxidoreductase (CoA-succinylating)	R00265	R00265	1	1	1.000	-6.98	1	kegg_id_is_modelseed_alias
rxn00198	Isocitrate:NADP+ oxidoreductase (decarboxylating)	R00267	R00267	13	1	1.000	1.43	1	kegg_id_is_modelseed_alias
rxn00199	oxalosuccinate carboxy-lyase (2-oxoglutarate-forming)	R00268	R00268	19	1	1.000	-3.65	1	kegg_id_is_modelseed_alias
rxn00200	2-oxoglutaramate amidohydrolase	R00269	R00269	4	1	1.000	-3.07	1	kegg_id_is_modelseed_alias
rxn00201	R00270	R00270	R00270	24	1		9.79	1	kegg_id_is_modelseed_alias
rxn00202	acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)	R00271	R00271	4	1	0.667	-9.94	1	kegg_id_is_modelseed_alias
rxn00203	2-Oxoglutarate carboxy-lyase	R00272	R00272	44	1	0.500	-7.29	1	kegg_id_is_modelseed_alias
rxn00204	oxalate:oxygen oxidoreductase	R00273	R00273	1	1	0.500	-39.34	1	kegg_id_is_modelseed_alias
rxn00205	glutathione:hydrogen-peroxide oxidoreductase	R00274	R00274	4	1	0.000	-74.05	1	kegg_id_is_modelseed_alias
rxn00206	superoxide:superoxide oxidoreductase	R00275	R00275	17	1	0.000	-8.35	1	kegg_id_is_modelseed_alias
rxn00207	Carbon-monoxide:oxygen oxidoreductase	R00276	R00276	1	1	0.500	42.29	1	kegg_id_is_modelseed_alias
rxn00208	Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)	R00277	R00277	7	1	0.667	-23.3	1	kegg_id_is_modelseed_alias
rxn00209	Pyridoxine 5-phosphate:oxygen oxidoreductase	R00278	R00278	2	1	0.667	-24.93	1	kegg_id_is_modelseed_alias
rxn00210	D-Glutamate:oxygen oxidoreductase (deaminating)	R00279	R00279	1	1	0.667	-23.03	1	kegg_id_is_modelseed_alias
rxn00211	UDP-glucose:NAD+ 6-oxidoreductase	R00286	R00286	1	1	0.500	1.87	1	kegg_id_is_modelseed_alias
rxn00212	UDP-glucose glucophosphohydrolase	R00287	R00287	2	1	0.667	-7.93	1	kegg_id_is_modelseed_alias
rxn00213	UTP:alpha-D-glucose-1-phosphate uridylyltransferase	R00289	R00289	2	1	0.667	-0.03	1	kegg_id_is_modelseed_alias
rxn00214	UDP-glucose 4-epimerase	R00291	R00291	23	1	0.500	0.7	1	kegg_id_is_modelseed_alias
rxn00215	UDP-glucose 4,6-hydro-lyase (UDP-4-dehydro-6-deoxy-D-glucose-forming)	R00293	R00293	2	1	0.500	-8.28	1	kegg_id_is_modelseed_alias
rxn00216	ATP:D-glucose 6-phosphotransferase	R00299	R00299	2	1	0.500	-3.43	1	kegg_id_is_modelseed_alias
rxn00217	D-Glucose:NAD+ 1-oxidoreductase	R00300	R00300	2	1	0.500	-0.2	1	kegg_id_is_modelseed_alias
rxn00218	D-Glucose:NADP+ 1-oxidoreductase	R00301	R00301	3	1	1.000	2.91	1	kegg_id_is_modelseed_alias
rxn00219	D-glucose:oxygen 2-oxidoreductase	R00302	R00302	3	1	0.667	-21.51	1	kegg_id_is_modelseed_alias
rxn00220	D-Glucose-6-phosphate phosphohydrolase	R00303	R00303	12	1	0.500	-2.96	1	kegg_id_is_modelseed_alias
rxn00221	D-Glucose-1-phosphate phosphohydrolase	R00304	R00304	3	1	0.500	-4.49	1	kegg_id_is_modelseed_alias
rxn00222	cellobiose glucohydrolase	R00306	R00306;R06104	10	1	0.500	-2.88	1	kegg_id_is_modelseed_alias
rxn00223	D-glucose aldose-ketose-isomerase	R00307	R00307	13	1	1.000	0.21	1	kegg_id_is_modelseed_alias
rxn00224	protoheme ferro-lyase (protoporphyrin-forming)	R00310	R00310	71	1	1.000	19.34	1	kegg_id_is_modelseed_alias
rxn00225	ATP:acetate phosphotransferase	R00315	R00315	5	1	0.500	3.2	1	kegg_id_is_modelseed_alias
rxn00226	ATP:acetate adenylyltransferase	R00316	R00316	4	1	1.000	13.94	1	kegg_id_is_modelseed_alias
rxn00227	Acetyl phosphate phosphohydrolase	R00317	R00317	10	1	0.500	-9.6	1	kegg_id_is_modelseed_alias
rxn00228	Phosphonoacetate phosphonohydrolase	R00318	R00318	1	1	0.500	-39.0	1	kegg_id_is_modelseed_alias
rxn00229	(S)-lactate:oxygen 2-oxidoreductase (decarboxylating)	R00319	R00319	1	1	0.500	-119.52	1	kegg_id_is_modelseed_alias
rxn00230	diphosphate:acetate phosphotransferase	R00320	R00320	1	1	0.500	5.78	1	kegg_id_is_modelseed_alias
rxn00231	Acetamide amidohydrolase	R00321	R00321	2	1	1.000	-9.58	1	kegg_id_is_modelseed_alias
rxn00232	5'-acetylphosphoadenosine acetylhydrolase	R00322	R00322	1	1	1.000	-22.27	1	kegg_id_is_modelseed_alias
rxn00233	2,4-dioxopentanoate acetylhydrolase	R00324	R00324	1	1	1.000	-8.55	1	kegg_id_is_modelseed_alias
rxn00234	(2S)-2-hydroxy-2-methylbutanedioate pyruvate-lyase (acetate-forming)	R00325	R00325	1	1	0.667	0.49	1	kegg_id_is_modelseed_alias
rxn00235	6-Acetyl-D-glucose acetylhydrolase	R00327	R00327	3	1	1.000	-7.51	1	kegg_id_is_modelseed_alias
rxn00236	GDP phosphohydrolase	R00328	R00328	2	1	1.000	-5.79	1	kegg_id_is_modelseed_alias
rxn00237	ATP:GDP phosphotransferase	R00330	R00330	14	1	1.000	0.01	1	kegg_id_is_modelseed_alias
rxn00239	ATP:GMP phosphotransferase	R00332	R00332	7	1	1.000	-0.61	1	kegg_id_is_modelseed_alias
rxn00241	GTP phosphohydrolase	R00335	R00335	24	1	1.000	-6.4	1	kegg_id_is_modelseed_alias
rxn00242	guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase	R00336	R00336	2	1	1.000	-4.6	1	kegg_id_is_modelseed_alias
rxn00243	GDP-glucose glucohydrolase	R00337	R00337	3	1	1.000	-7.58	1	kegg_id_is_modelseed_alias
rxn00244	Oxaloacetate acetylhydrolase	R00338	R00338	1	1	1.000	-12.04	1	kegg_id_is_modelseed_alias
rxn00245	(R,R)-tartrate hydro-lyase (oxaloacetate-forming)	R00339	R00339	1	1	0.500	-12.89	1	kegg_id_is_modelseed_alias
rxn00247	ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)	R00341	R00341	4	1	1.000	2.54	1	kegg_id_is_modelseed_alias
rxn00248	(S)-malate:NAD+ oxidoreductase	R00342	R00342	17	1	0.500	7.32	1	kegg_id_is_modelseed_alias
rxn00249	(S)-malate:NADP+ oxidoreductase	R00343	R00343	5	1	0.500	6.74	1	kegg_id_is_modelseed_alias
rxn00250	Pyruvate:carbon-dioxide ligase (ADP-forming)	R00344	R00344	3	1	0.667	-1.19	1	kegg_id_is_modelseed_alias
rxn00251	phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming)	R00345	R00345	3	1	1.000	8.94	1	kegg_id_is_modelseed_alias
rxn00252	diphosphate:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)	R00346	R00346	9	1	1.000	5.12	1	kegg_id_is_modelseed_alias
rxn00253	erythro-3-hydroxy-Ls-aspartate ammonia-lyase (oxaloacetate-forming)	R00347	R00347	1	1	0.500	-9.65	1	kegg_id_is_modelseed_alias
rxn00254	2-oxosuccinamate amidohydrolase	R00348	R00348	4	1	1.000	-4.85	1	kegg_id_is_modelseed_alias
rxn00255	4-carboxy-4-hydroxy-2-oxoadipate oxaloacetate-lyase (pyruvate-forming)	R00350	R00350	1	1	1.000	2.84	1	kegg_id_is_modelseed_alias
rxn00256	acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing)	R00351	R00351	12	1	1.000	8.33	1	kegg_id_is_modelseed_alias
rxn00257	acetyl-CoA:oxaloacetate C-acetyltransferase [(pro-S)-carboxymethyl-forming, ADP-phosphorylating]	R00352	R00352	7	1	1.000	1.93	1	kegg_id_is_modelseed_alias
rxn00258	Malonyl-CoA:pyruvate carboxytransferase	R00353	R00353	1	1	1.000	-1.85	1	kegg_id_is_modelseed_alias
rxn00259	(3S)-citryl-CoA oxaloacetate-lyase (acetyl-CoA-forming)	R00354	R00354	1	1	1.000	1.72	1	kegg_id_is_modelseed_alias
rxn00260	L-Aspartate:2-oxoglutarate aminotransferase	R00355	R00355	7	1	1.000	0.72	1	kegg_id_is_modelseed_alias
rxn00261	rxn00261	R00355		7	0	0.667	0.72	0	unvouched
rxn00262	L-Aspartic acid:oxygen oxidoreductase (deaminating)	R00357	R00357	15	1	0.667	-22.27	1	kegg_id_is_modelseed_alias
rxn00263	D-Aspartate:oxygen oxidoreductase (deaminating)	R00359	R00359	16	1	0.667	-23.87	1	kegg_id_is_modelseed_alias
rxn00264	(S)-Malate:oxygen oxidoreductase	R00360	R00360	2	1	0.333	-24.88	1	kegg_id_is_modelseed_alias
rxn00265	citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate)	R00362	R00362	1	1	1.000	1.09	1	kegg_id_is_modelseed_alias
rxn00266	Oxaloacetate keto-enol-isomerase	R00363	R00363	1	1	0.500	-0.0	1	kegg_id_is_modelseed_alias
rxn00268	glycine:NAD+ oxidoreductase (deaminating)	R00365	R00365	7	1	0.500	12.07	1	kegg_id_is_modelseed_alias
rxn00269	glycine:oxygen oxidoreductase (deaminating)	R00366	R00366	3	1	0.333	-20.13	1	kegg_id_is_modelseed_alias
rxn00270	S-Adenosyl-L-methionine:glycine N-methyltransferase	R00367	R00367	1	1	0.750	12.15	1	kegg_id_is_modelseed_alias
rxn00271	N-(carboxymethyl)-D-alanine:NAD+ oxidoreductase (glycine-forming)	R00368	R00368	1	1	1.000	3.48	1	kegg_id_is_modelseed_alias
rxn00272	L-Alanine:glyoxylate aminotransferase	R00369	R00369	6	1	0.750	-2.69	1	kegg_id_is_modelseed_alias
rxn00273	Acetyl-CoA:glycine C-acetyltransferase	R00369		6	0	0.333	-2.69	0	unvouched
rxn00274	Acetyl-CoA:glycine C-acetyltransferase	R00371	R00371	2	1	0.667	5.92	1	kegg_id_is_modelseed_alias
rxn00275	Glycine:2-oxoglutarate aminotransferase	R00372	R00372	8	1	0.750	2.85	1	kegg_id_is_modelseed_alias
rxn00276	Glycine:oxaloacetate aminotransferase	R00373	R00373	2	1	0.750	2.13	1	kegg_id_is_modelseed_alias
rxn00277	rxn00277	R00373		2	0	0.500	2.13	0	unvouched
rxn00278	L-Alanine:NAD+ oxidoreductase (deaminating)	R00396	R00396	2	1	1.000	9.38	1	kegg_id_is_modelseed_alias
rxn00279	L-aspartate 4-carboxy-lyase (L-alanine-forming)	R00397	R00397	1	1	1.000	-3.47	1	kegg_id_is_modelseed_alias
rxn00280	2,2'-iminodipropanoate:NAD+ oxidoreductase (L-alanine-forming)	R00398	R00398	2	1	1.000	8.36	1	kegg_id_is_modelseed_alias
rxn00281	rxn00281	R00398		2	0	0.333	8.36	0	unvouched
rxn00282	L-alanine:oxaloacetate aminotransferase	R00400	R00400	1	1	1.000	-0.56	1	kegg_id_is_modelseed_alias
rxn00283	alanine racemase	R00401	R00401	11	1	1.000	0.0	1	kegg_id_is_modelseed_alias
rxn00284	succinate:NAD+ oxidoreductase	R00402	R00402	2	1	1.000	16.74	1	kegg_id_is_modelseed_alias
rxn00285	Succinate:CoA ligase (ADP-forming)	R00405	R00405	3	1	1.000	0.1	1	kegg_id_is_modelseed_alias
rxn00286	succinyl-CoA:malate CoA-transferase	R00406	R00406	1	1	0.750	-0.78	1	kegg_id_is_modelseed_alias
rxn00287	Succinyl-CoA hydrolase	R00407	R00407	10	1	1.000	-6.5	1	kegg_id_is_modelseed_alias
rxn00288	Succinate:(acceptor) oxidoreductase	R00408	R00408	4	1	1.000	12.32	1	kegg_id_is_modelseed_alias
rxn00289	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming)	R00409	R00409	6	1	0.667	4.96	1	kegg_id_is_modelseed_alias
rxn00290	succinyl-CoA:acetoacetate CoA-transferase	R00410	R00410	1	1	1.000	2.59	1	kegg_id_is_modelseed_alias
rxn00291	N-succinyl-L-glutamate amidohydrolase	R00411	R00411	3	1	1.000	-0.55	1	kegg_id_is_modelseed_alias
rxn00292	UDP-N-acetyl-D-glucosamine 2-epimerase	R00414	R00414	1	1	0.667	-5.43	1	kegg_id_is_modelseed_alias
rxn00293	UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase	R00416	R00416	15	1	0.333	-0.02	1	kegg_id_is_modelseed_alias
rxn00295	UDP-N-acetyl-D-glucosamine 4-epimerase	R00418	R00418	1	1	0.500	0.22	1	kegg_id_is_modelseed_alias
rxn00297	UDP-N-acetyl-D-glucosamine 2-epimerase	R00420	R00420	1	1	0.500	-0.57	1	kegg_id_is_modelseed_alias
rxn00298	UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase	R00421	R00421	1	1	0.000	1.82	1	kegg_id_is_modelseed_alias
rxn00299	GTP 7,8-8,9-dihydrolase	R00424	R00424	1	1	1.000	-40.13	1	kegg_id_is_modelseed_alias
rxn00300	GTP 7,8-8,9-dihydrolase (diphosphate-forming)	R00425	R00425	3	1	0.667	-4.37	1	kegg_id_is_modelseed_alias
rxn00301	GTP diphosphohydrolase (diphosphate-forming)	R00426	R00426	2	1	1.000	-8.37	1	kegg_id_is_modelseed_alias
rxn00302	GTP 8,9-hydrolase	R00428	R00428	1	1	1.000	1.99	1	kegg_id_is_modelseed_alias
rxn00303	ATP:GTP 3'-diphosphotransferase	R00429	R00429	2	1	0.500	-4.98	1	kegg_id_is_modelseed_alias
rxn00304	GTP:pyruvate 2-O-phosphotransferase	R00430	R00430	4	1	1.000	6.56	1	kegg_id_is_modelseed_alias
rxn00305	GTP:oxaloacetate carboxy-lyase (adding GTP;phosphoenolpyruvate-forming)	R00431	R00431	1	1	1.000	2.53	1	kegg_id_is_modelseed_alias
rxn00306	Succinate:CoA ligase (GDP-forming)	R00432	R00432	6	1	1.000	0.09	1	kegg_id_is_modelseed_alias
rxn00307	GTP diphosphate-lyase (cyclizing; 3',5'-cyclic-GMP-forming)	R00434	R00434	2	1	0.500	1.63	1	kegg_id_is_modelseed_alias
rxn00308	L-lysine:NAD+ oxidoreductase (deaminating, cyclizing)	R00445	R00445	1	1	1.000	0.34	1	kegg_id_is_modelseed_alias
rxn00309	L-Lysine:NAD+ 6-oxidoreductase (deaminating)	R00446	R00446	2	1	0.500	10.97	1	kegg_id_is_modelseed_alias
rxn00310	L-lysine:oxygen 2-oxidoreductase (deaminating)	R00447	R00447	1	1	0.333	-22.29	1	kegg_id_is_modelseed_alias
rxn00311	L-lysine,NADPH:oxygen oxidoreductase (6-hydroxylating)	R00448	R00448	4	1	1.000	-56.2	1	kegg_id_is_modelseed_alias
rxn00312	L-Lysine:oxygen 2-oxidoreductase (decarboxylating)	R00449	R00449	1	1	1.000	-108.97	1	kegg_id_is_modelseed_alias
rxn00313	meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming)	R00451	R00451	2	1	0.500	-6.27	1	kegg_id_is_modelseed_alias
rxn00314	N2-(D-1-carboxylethyl)-L-lysine:NADP+ oxidoreductase (L-lysine-forming)	R00452	R00452	1	1	1.000	11.7	1	kegg_id_is_modelseed_alias
rxn00315	L-Lysine:pyruvate aminotransferase	R00453	R00453	1	1	0.750	1.59	1	kegg_id_is_modelseed_alias
rxn00316	acetyl-CoA:L-lysine N6-acetyltransferase	R00454	R00454	1	1	1.000	-1.01	1	kegg_id_is_modelseed_alias
rxn00317	L-Lysine:2-oxoglutarate 6-aminotransferase	R00457	R00457	1	1	0.750	1.75	1	kegg_id_is_modelseed_alias
